Student,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6
S1806,2,3,2,2,3,2
S1807,4,3,4,4,3,3
S1808,1,2,3,3,2,1
S1809,4,4,4,3,4,4
S1810,4,4,4,4,3,3
S1811,2,3,2,2,1,3
S1812,3,3,2,3,4,2
S1813,2,2,3,4,1,3
S1814,4,3,4,2,3,3
S1815,3,3,3,2,3,2
S1816,4,3,4,3,3,3
S1817,3,4,1,2,3,2
S1818,3,2,2,3,2,2
S1819,3,3,3,3,2,2
S1820,3,3,4,4,4,2
S1821,1,2,2,1,3,2
S1822,2,4,3,3,2,2
S1823,3,3,4,3,4,3
S1824,4,2,3,1,3,4
S1825,2,3,4,4,2,4
S1826,1,2,3,4,4,3
S1827,3,4,4,2,2,4
S1828,3,2,3,2,2,3
S1829,3,2,4,1,3,4
S1830,2,2,2,4,3,3
S1831,3,3,4,2,3,4
S1832,2,3,2,3,2,3
S1833,2,4,3,3,2,3
S1834,1,2,3,3,3,3
S1835,2,2,2,2,2,3
S1836,2,1,3,1,1,3
S1837,2,1,3,2,1,1
S1838,2,3,4,3,3,3
S1839,1,1,1,1,1,1
S1840,3,2,4,3,2,2
S1841,1,1,3,2,2,2
S1842,3,2,2,3,2,2
S1843,4,4,4,3,4,3
S1844,3,4,2,3,2,2
S1845,3,3,4,2,2,3
S1846,2,3,4,3,3,4
S1847,2,2,2,3,3,2
S1848,1,2,2,3,2,2
S1849,3,3,3,3,2,3
S1850,2,3,2,2,2,3
S1851,4,3,3,4,3,4
S1852,3,3,4,3,4,3
S1853,2,3,3,1,2,3
S1854,2,2,2,2,1,2
S1855,3,2,3,3,2,2
S1856,2,3,3,3,2,4
S1857,3,3,3,2,2,3
S1858,3,4,3,2,1,4
S1859,2,1,1,1,1,1
S1860,3,3,1,4,3,1
S1861,3,2,3,3,2,1
S1862,3,2,2,3,2,2
S1863,2,3,3,1,1,3
S1864,2,3,1,1,2,3
S1865,2,2,3,2,3,3
S1866,4,4,4,3,4,3
S1867,1,2,3,3,2,3
S1868,2,3,3,2,2,2
S1869,2,3,4,4,4,3
S1870,3,3,3,3,3,2
S1871,4,2,3,2,2,3
S1872,4,2,2,2,1,3
S1873,3,3,2,2,4,2
S1874,3,3,3,3,4,3
S1875,3,3,2,1,3,2
S1876,3,2,3,1,1,3
S1877,2,2,4,2,3,4
S1878,2,3,3,3,1,4
S1879,4,4,4,3,3,4
S1880,4,4,4,3,4,3
S1881,1,2,3,1,1,2
S1882,3,3,1,3,2,3
S1883,2,2,2,3,2,2
S1884,2,4,2,3,3,2
S1885,3,2,1,1,1,1
S1886,2,2,2,2,3,2
S1887,2,3,3,2,3,2
S1888,3,1,3,1,2,3
S1889,2,3,4,3,4,4
S1890,1,1,1,1,1,1
S1891,2,2,1,1,2,1
S1892,2,4,4,1,3,2
S1893,3,4,4,3,2,2
S1894,4,4,4,3,4,4
S1895,1,2,1,2,1,1
S1896,3,3,3,1,1,3
S1897,2,2,3,2,4,3
S1898,3,1,2,2,3,3
S1899,3,4,2,2,3,2
S1900,2,2,3,4,2,3
S1901,2,2,3,2,3,3
S1902,2,1,3,2,2,2
S1903,1,1,2,3,3,3
S1904,1,2,3,2,1,2
S1905,1,1,1,2,1,1
S1906,4,4,3,3,4,3
S1907,1,3,2,3,3,4
S1908,3,3,3,3,3,2
S1909,2,3,2,1,1,3
S1910,2,2,3,3,2,4
S1911,2,1,2,2,2,2
S1912,3,4,4,4,3,4
S1913,2,1,3,1,1,1
S1914,2,3,2,1,3,2
S1915,1,2,1,2,3,2
S1916,1,3,2,3,3,2
S1917,3,4,4,4,4,4
S1918,3,2,4,2,2,2
S1919,2,3,2,3,1,2
S1920,3,4,4,4,3,3
S1921,1,1,2,1,2,1
S1922,2,4,3,2,1,3
S1923,3,2,3,2,1,3
S1924,1,1,2,2,1,2
S1925,4,2,2,3,3,3
S1926,3,2,4,2,3,2
S1927,3,3,3,2,3,3
S1928,2,2,3,4,3,3
S1929,2,1,3,1,2,2
S1930,2,1,3,1,3,1
S1931,3,3,3,2,2,2
S1932,3,2,4,2,1,3
S1933,2,2,1,2,1,1
S1934,3,3,3,3,1,3
S1935,2,1,2,2,3,1
S1936,3,3,3,3,3,1
S1937,2,2,3,2,2,3
S1938,1,2,3,2,1,3
S1939,3,2,3,2,2,3
S1940,2,1,1,2,2,3
S1941,4,4,4,2,3,4
S1942,2,3,4,1,1,4
S1943,3,3,3,2,1,3
S1944,3,2,1,3,2,2
S1945,2,3,3,2,2,2
S1946,3,2,3,1,2,3
S1947,3,2,4,3,2,3
S1948,3,3,4,2,1,3
S1949,3,3,2,1,2,3
S1950,2,2,2,3,3,2
S1951,4,4,3,3,4,4
S1952,3,3,2,2,3,2
S1953,4,2,3,3,3,3
S1954,3,4,4,1,2,3
S1955,4,3,4,3,4,4
S1956,4,2,3,3,3,4
S1957,1,1,2,2,3,1
S1958,3,3,3,3,3,3
S1959,3,1,3,1,3,3
S1960,3,3,3,4,4,2
S1961,1,2,2,2,3,1
S1962,3,4,4,2,3,4
S1963,3,2,2,2,2,1
S1964,2,2,3,4,2,3
S1965,3,4,3,3,3,4
S1966,2,1,3,1,1,2
S1967,3,3,4,2,3,2
S1968,2,2,3,3,4,3
S1969,3,2,3,1,2,4
S1970,4,3,3,2,2,1
S1971,3,2,2,1,2,3
S1972,2,1,2,3,4,3
S1973,1,2,1,2,1,1
S1974,2,2,2,4,3,2
S1975,1,2,3,4,2,2
S1976,3,3,3,1,1,4
S1977,2,1,3,3,2,3
S1978,2,3,2,4,4,4
S1979,3,4,2,1,2,2
S1980,3,2,3,1,2,3
S1981,3,3,2,4,4,4
S1982,1,3,2,4,3,2
S1983,1,2,1,4,3,2
S1984,2,3,2,1,1,1
S1985,2,4,2,1,1,2
S1986,3,3,4,1,2,2
S1987,3,4,4,3,2,4
S1988,2,2,3,3,3,3
S1989,2,1,1,2,3,2
S1990,2,1,1,2,2,2
S1991,3,3,2,4,3,4
S1992,1,2,3,1,2,1
S1993,2,3,3,2,3,2
S1994,2,3,3,3,4,2
S1995,2,3,3,2,3,1
S1996,3,2,3,2,3,2
S1997,3,1,4,3,3,3
S1998,2,2,4,3,3,4
S1999,4,3,4,2,2,3
S2000,4,3,4,4,4,4
